iter	Passed	Remaining
220	1631	5751
221	1639	5746
222	1644	5728
223	1648	5711
224	1661	5724
225	1667	5709
226	1674	5703
227	1679	5687
228	1687	5682
229	1693	5671
230	1698	5653
231	1704	5643
232	1709	5626
233	1714	5613
234	1727	5623
235	1736	5620
236	1741	5606
237	1745	5589
238	1759	5603
239	1770	5605
240	1774	5590
241	1779	5575
242	1788	5571
243	1793	5555
244	1802	5554
245	1806	5538
246	1811	5522
247	1819	5517
248	1824	5502
249	1834	5503
250	1838	5487
251	1843	5473
252	1852	5471
253	1857	5456
254	1934	5652
255	1941	5641
256	1951	5642
257	1956	5626
258	1966	5627
259	1971	5611
260	2019	5717
261	2024	5702
262	2033	5699
263	2040	5688
264	2048	5680
265	2053	5666
266	2100	5766
267	2106	5752
268	2114	5746
269	2120	5733
270	2129	5729
271	2135	5715
272	2185	5819
273	2192	5809
274	2199	5797
275	2207	5789
276	2214	5779
277	2218	5762
278	2246	5804
279	2250	5787
280	2258	5777
281	2263	5763
282	2267	5745
283	2277	5740
284	2282	5725
285	2300	5743
286	2309	5736
287	2312	5717
288	2376	5845
289	2386	5843
290	2391	5827
291	2413	5851
292	2420	5840
293	2424	5822
294	2429	5806
295	2443	5810
296	2447	5793
297	2455	5784
298	2460	5768
299	2473	5770
300	2478	5754
301	2486	5747
302	2491	5730
303	2495	5713
304	2508	5716
305	2516	5707
306	2520	5690
307	2524	5672
308	2536	5673
309	2541	5655
310	2551	5653
311	2556	5637
312	2565	5630
313	2571	5617
314	2576	5602
315	2585	5596
316	2588	5577
317	2591	5558
318	2598	5547
319	2602	5530
320	2605	5510
321	2608	5491
322	2617	5487
323	2620	5468
324	2623	5449
325	2632	5441
326	2637	5427
327	2646	5422
328	2650	5405
329	2653	5386
330	2656	5368
331	2663	5359
332	2666	5341
333	2670	5324
334	2677	5315
335	2680	5297
336	2683	5279
337	2687	5264
338	2696	5257
339	2699	5239
340	2702	5222
341	2709	5212
342	2712	5196
343	2715	5178
344	2718	5161
345	2728	5156
346	2732	5142
347	2743	5139
348	2748	5126
349	2757	5120
350	2761	5105
351	2776	5110
352	2794	5121
353	2799	5108
354	2811	5107
355	2815	5093
356	2825	5088
357	2829	5074
358	2839	5070
359	2844	5056
360	2851	5048
361	2857	5035
362	2861	5021
363	2873	5020
364	2877	5005
365	2885	4997
366	2889	4984
367	2894	4970
368	2906	4969
369	2911	4956
370	2918	4948
371	2923	4936
372	2935	4934
373	2941	4922
374	2950	4917
375	2955	4905
376	2960	4892
377	2975	4895
378	2986	4893
379	2991	4880
380	2999	4872
381	3005	4862
382	3015	4857
383	3020	4845
384	3028	4837
385	3033	4825
386	3038	4812
387	3047	4807
388	3054	4797
389	3062	4789
390	3068	4778
391	3076	4771
392	3081	4758
393	3086	4747
394	3094	4738
395	3098	4726
396	3103	4713
397	3114	4711
398	3119	4698
399	3127	4691
400	3151	4707
401	3158	4698
402	3163	4685
403	3168	4674
404	3181	4674
405	3186	4661
406	3191	4649
407	3195	4637
408	3206	4633
409	3211	4621
410	3220	4614
411	3225	4603
412	3229	4590
413	3241	4588
414	3246	4576
415	3254	4568
416	3258	4555
417	3268	4550
418	3273	4539
419	3278	4527
420	3284	4516
421	3289	4504
422	3300	4502
423	3305	4490
424	3315	4485
425	3320	4474
426	3328	4466
427	3333	4454
428	3336	4440
429	3343	4432
430	3346	4418
431	3349	4404
432	3352	4390
433	3361	4383
434	3366	4372
435	3377	4368
436	3382	4357
437	3386	4345
438	3395	4338
439	3400	4327
440	3410	4322
441	3415	4311
442	3424	4305
443	3429	4294
444	3434	4283
445	3444	4278
446	3450	4268
447	3459	4262
448	3464	4251
449	3473	4244
450	3477	4233
451	3483	4223
452	3494	4219
453	3499	4208
454	3509	4204
455	3514	4192
456	3522	4185
457	3527	4174
458	3538	4170
459	3543	4160
460	3550	4151
461	3556	4141
462	3561	4130
463	3571	4125
464	3576	4114
465	3588	4112
466	3605	4115
467	3610	4104
468	3619	4098
469	3625	4087
470	3639	4087
471	3644	4076
472	3655	4072
473	3660	4061
474	3673	4060
475	3680	4052
476	3687	4042
477	3691	4031
478	3705	4030
479	3714	4024
480	3719	4013
481	3725	4003
482	3735	3998
483	3741	3989
484	3753	3985
485	3761	3978
486	3767	3969
487	3771	3957
488	3778	3948
489	3781	3936
490	3784	3923
491	3788	3911
492	3796	3904
493	3800	3892
494	3803	3880
495	3813	3875
496	3817	3863
497	3834	3865
498	3844	3859
499	3846	3846
500	3853	3838
501	3862	3832
502	3865	3819
503	3868	3807
504	3879	3802
505	3881	3789
506	3889	3781
507	3895	3772
508	3899	3761
509	3908	3755
510	3911	3743
511	3914	3731
512	3922	3724
513	3928	3714
514	3943	3713
515	3947	3702
516	3955	3694
517	3961	3685
518	3971	3680
519	3978	3672
520	3985	3664
521	3988	3652
522	3992	3641
523	3995	3629
524	4009	3627
525	4012	3615
526	4019	3607
527	4022	3595
528	4028	3586
529	4038	3580
530	4040	3568
531	4049	3561
532	4053	3551
533	4056	3540
534	4059	3528
535	4071	3524
536	4076	3514
537	4086	3508
538	4088	3496
539	4092	3486
540	4098	3476
541	4102	3466
542	4109	3458
543	4114	3448
544	4117	3437
545	4126	3430
546	4131	3421
547	4133	3409
548	4136	3398
549	4142	3389
550	4145	3377
551	4147	3366
552	4156	3359
553	4159	3348
554	4163	3338
555	4171	3331
556	4175	3320
557	4179	3310
558	4188	3304
559	4193	3295
560	4216	3299
561	4225	3293
562	4237	3289
563	4272	3302
564	4276	3292
565	4285	3286
566	4290	3276
567	4293	3265
568	4315	3268
569	4324	3262
570	4339	3260
571	4354	3258
572	4359	3248
573	4365	3240
574	4375	3234
575	4380	3224
576	4383	3213
577	4393	3207
578	4397	3197
579	4400	3186
580	4407	3178
581	4410	3168
582	4415	3158
583	4431	3156
584	4439	3149
585	4442	3138
586	4446	3128
587	4461	3125
588	4473	3121
589	4477	3111
590	4481	3101
591	4491	3095
592	4493	3084
593	4504	3078
594	4507	3068
595	4511	3057
596	4521	3052
597	4526	3042
598	4534	3035
599	4538	3025
600	4542	3015
601	4549	3007
602	4555	2999
603	4558	2988
604	4566	2981
605	4569	2970
606	4574	2961
607	4581	2954
608	4587	2945
609	4591	2935
610	4600	2929
611	4604	2919
612	4611	2911
613	4615	2901
614	4618	2891
615	4621	2880
616	4634	2877
617	4638	2867
618	4650	2862
619	4654	2853
620	4665	2847
621	4670	2838
622	4676	2829
623	4680	2820
624	4684	2810
625	4696	2806
626	4709	2801
627	4715	2793
628	4731	2790
629	4735	2781
630	4744	2774
631	4747	2764
632	4752	2755
633	4759	2747
634	4767	2740
635	4773	2731
636	4776	2721
637	4787	2716
638	4792	2707
639	4798	2698
640	4803	2690
641	4807	2680
642	4820	2676
643	4824	2666
644	4833	2660
645	4836	2650
646	4839	2640
647	4849	2634
648	4855	2625
649	4862	2618
650	4865	2608
651	4871	2599
652	4882	2594
653	4886	2585
654	4896	2578
655	4920	2580
656	4931	2574
657	4934	2564
658	4938	2555
659	4948	2549
660	4953	2540
661	4961	2533
662	4965	2523
663	4970	2514
664	4981	2509
665	4994	2504
666	4999	2495
667	5003	2486
668	5008	2477
669	5013	2469
670	5016	2459
671	5019	2450
672	5024	2441
673	5032	2434
674	5037	2425
675	5041	2416
676	5053	2411
677	5057	2401
678	5064	2394
679	5069	2385
680	5072	2376
681	5082	2369
682	5085	2360
683	5093	2353
684	5098	2344
685	5103	2336
686	5116	2331
687	5119	2321
688	5124	2312
689	5130	2304
690	5137	2297
691	5146	2290
692	5149	2281
693	5153	2272
694	5158	2263
695	5160	2254
696	5164	2245
697	5175	2239
698	5180	2230
699	5183	2221
700	5192	2214
701	5261	2233
702	5275	2228
703	5280	2220
704	5291	2214
705	5295	2205
706	5305	2198
707	5355	2208
708	5396	2214
709	5404	2207
710	5410	2199
711	5420	2192
712	5426	2184
713	5435	2177
714	5472	2181
715	5477	2172
716	5490	2167
717	5497	2159
718	5503	2150
719	5507	2141
720	5572	2156
721	5576	2147
722	5587	2140
723	5592	2131
724	5603	2125
725	5613	2118
726	5618	2109
727	5652	2112
728	5667	2106
729	5688	2104
730	5699	2097
731	5704	2088
732	5713	2081
733	5737	2079
734	5750	2073
735	5754	2064
736	5766	2057
737	5781	2052
738	5785	2043
739	5800	2038
740	5809	2030
741	5816	2022
742	5820	2013
743	5831	2006
744	5835	1997
745	5843	1989
746	5846	1980
747	5850	1971
748	5862	1964
749	5866	1955
750	5872	1946
751	5875	1937
752	5878	1928
753	5881	1918
754	5884	1909
755	5896	1903
756	5899	1893
757	5906	1885
758	5909	1876
759	5912	1866
760	5915	1857
761	5924	1850
762	5927	1841
763	5930	1832
764	5936	1823
765	5939	1814
766	5942	1805
767	5945	1796
768	5948	1786
769	5953	1778
770	5956	1769
771	5959	1760
772	5965	1751
773	5968	1742
774	5971	1733
775	5974	1724
776	5984	1717
777	5987	1708
778	5990	1699
779	5998	1692
780	6002	1683
781	6005	1674
782	6011	1666
783	6015	1657
784	6018	1648
785	6022	1639
786	6030	1632
787	6033	1623
788	6036	1614
789	6046	1607
790	6051	1598
791	6059	1591
792	6063	1582
793	6065	1573
794	6068	1564
795	6079	1558
796	6082	1549
797	6085	1540
798	6093	1532
799	6096	1524
800	6099	1515
801	6102	1506
802	6110	1499
803	6113	1490
804	6116	1481
805	6124	1474
806	6128	1465
807	6131	1456
808	6133	1448
809	6141	1440
810	6145	1432
811	6147	1423
812	6155	1415
813	6158	1407
814	6161	1398
815	6164	1390
816	6171	1382
817	6175	1374
818	6179	1365
819	6188	1358
820	6195	1350
821	6202	1343
822	6205	1334
823	6208	1325
824	6210	1317
825	6221	1310
826	6224	1302
827	6227	1293
828	6233	1285
829	6236	1277
830	6239	1268
831	6242	1260
832	6245	1252
833	6248	1243
834	6251	1235
835	6254	1227
836	6260	1219
837	6263	1210
838	6267	1202
839	6269	1194
840	6279	1187
841	6282	1178
842	6285	1170
843	6291	1162
844	6295	1154
845	6298	1146
846	6301	1138
847	6310	1131
848	6313	1122
849	6316	1114
850	6321	1106
851	6325	1098
852	6328	1090
853	6331	1082
854	6334	1074
855	6344	1067
856	6347	1059
857	6350	1050
858	6358	1043
859	6361	1035
860	6364	1027
861	6371	1020
862	6375	1012
863	6378	1004
864	6381	995
865	6391	989
866	6398	981
867	6405	974
868	6408	966
869	6411	958
870	6419	950
871	6422	942
872	6425	934
873	6428	926
874	6435	919
875	6439	911
876	6442	903
877	6452	896
878	6459	889
879	6467	881
880	6472	874
881	6477	866
882	6485	859
883	6489	851
884	6494	843
885	6507	837
886	6519	830
887	6524	822
888	6532	815
889	6537	807
890	6541	800
891	6553	793
892	6558	785
893	6567	778
894	6572	771
895	6581	763
896	6587	756
897	6596	749
898	6601	741
899	6606	734
900	6627	728
901	6635	720
902	6646	714
903	6653	706
904	6662	699
905	6667	691
906	6680	684
907	6684	677
908	6694	670
909	6699	662
910	6703	654
911	6714	647
912	6718	640
913	6725	632
914	6731	625
915	6763	620
916	6846	619
917	6854	612
918	6858	604
919	6939	603
920	6944	595
921	6954	588
922	6960	580
923	6965	572
924	6971	565
925	6976	557
926	6981	549
927	6996	542
928	7006	535
929	7010	527
930	7058	523
931	7062	515
932	7070	507
933	7075	499
934	7087	492
935	7092	484
936	7133	479
937	7138	471
938	7145	464
939	7149	456
940	7158	448
941	7162	441
942	7174	433
943	7215	428
944	7228	420
945	7240	413
946	7245	405
947	7257	398
948	7307	392
949	7313	384
950	7320	377
951	7327	369
952	7336	361
953	7341	354
954	7368	347
955	7373	339
956	7377	331
957	7387	323
958	7392	316
959	7401	308
960	7411	300
961	7426	293
962	7436	285
963	7442	277
964	7456	270
965	7465	262
966	7470	254
967	7476	247
968	7489	239
969	7497	231
970	7502	224
971	7507	216
972	7523	208
973	7531	201
974	7536	193
975	7546	185
976	7552	177
977	7561	170
978	7566	162
979	7571	154
980	7582	146
981	7586	139
982	7594	131
983	7598	123
984	7603	115
985	7615	108
986	7620	100
987	7632	92
988	7637	84
989	7645	77
990	7650	69
991	7660	61
992	7664	54
993	7669	46
994	7678	38
995	7683	30
996	7693	23
997	7698	15
998	7707	7
999	7713	0
